ra	dc
150.292	2.16377
186.708	9.58812
187.715	16.7635
187.335	8.1542
186.488	10.0577
191.336	13.6973
190.217	10.4742
188.008	11.8943
283.965	1.48665
297.471	25.5731
249.46	-46.9455
245.543	-50.096
263.828	-32.6215
284.769	3.55784
280.033	-5.72669
253.073	-44.24
281.719	-2.66932
286.391	6.98079
263.952	-32.1244
268.383	-25.6484
284.461	2.66738
272.073	-20.3659
238.39	-53.7955
272.839	-19.2309
261.599	-35.2845
248.214	-47.771
256.483	-41.0877
259.795	-36.8857
264.119	-31.6905
279.03	-7.93847
274.27	-16.1278
245.703	-49.7819
272.817	-18.4671
281.192	-3.0836
295.47	22.8634
256.187	-41.1648
278.828	-7.90748
273.061	-18.711
286.954	8.05476
281.002	-3.92152
326.193	38.3235
9.84862	0.904607
45.9082	-15.6425
343.781	0.973768
135.889	1.20587
9.21908	-33.5573
138.257	52.993
147.844	26.5824
243.761	-60.9067
192.515	-41.3844
244.33	34.9021
151.644	-29.936
190.917	11.5535
10.6855	41.2644
10.6874	41.2645
10.6957	41.2676
10.6807	41.2615
10.6867	41.261
194.517	28.2432
148.958	69.683
148.96	69.6161
10.68	41.2761
10.6786	41.2754
10.6766	41.274
10.6749	41.272
10.6742	41.2681
90.2792	-23.6752
40.094	39.0344
40.0939	39.0429
265.152	-28.0411
265.033	-28.2081
265.223	-28.3125
265.347	-28.1441
265.531	-28.2494
265.413	-28.4167
265.721	-28.3531
265.603	-28.5206
265.912	-28.4566
265.794	-28.6242
265.989	-28.7297
73.9608	-66.4451
73.9621	-66.4373
183.441	36.6358
266.102	-28.5598
265.847	-29.3556
286.814	9.32008
254.287	-21.9537
256.252	-22.1271
257.539	-22.2283
256.993	-22.1847
257.416	-22.2176
171.15	-59.2646
261.675	-35.6837
287.055	8.53996
326.203	38.3556
326.176	38.3184
326.176	38.3204
326.177	38.3231
326.174	38.3262
58.8398	31.0517
255.305	-42.1984
253.58	-43.6317
296.592	24.6175
221.76	-59.3288
255.077	-42.3443
221.324	-59.8337
297.421	26.5315
255.222	-42.18
235.35	-55.3685
217.954	-60.3577
221.449	-59.5366
254.198	-42.6628
84.7291	26.3202
41.8267	-42.3278
240.289	46.3931
129.325	53.2596
207.277	5.07391
193.444	3.44624
25.3184	-8.58936
243.035	0.0627103
321.298	-7.22245
167.489	2.02269
129.18	53.5776
207.288	4.08436
138.012	53.3398
122.666	48.214
235.613	52.994
240.687	52.7297
153.168	-1.10608
15.2583	-0.415418
347.076	-9.77537
287.111	0.167699
287.111	0.167682
287.111	0.167684
115.167	55.4546
235.104	-83.6184
266.099	33.0035
193.712	-29.21
328.467	-57.8451
349.271	18.7188
332.556	-12.1479
57.7044	-82.2672
39.8896	61.2816
326.128	38.3464
326.131	38.2944
326.219	38.303
171.147	-59.2667
28.2715	-13.7299
28.2715	-13.7299
166.705	72.5682
166.705	72.5682
166.705	72.5681
352.966	19.9356
97.7096	4.98808
251.79	-45.8716
216.525	33.0704
139.339	41.9098
5.01678	59.2792
266.158	-29.2789
275.123	-16.1837
275.123	-16.1837
80.7089	33.4727
40.0979	39.0841
40.059	39.0832
73.959	-66.4413
73.959	-66.442
73.9591	-66.4427
73.96	-66.4391
264.996	68.989
252.13	60.2982
49.3612	41.4071
70.394	54.3257
80.7089	33.4727
3.4894	-30.3613
149.885	2.60798
12.6791	-73.2738
325.763	6.90002
12.6792	-73.2738
149.84	2.48265
149.84	2.4827
352.966	19.9356
352.966	19.9356
352.966	19.9356
83.8579	-69.2754
83.858	-69.2754
201.396	-43.0302
201.334	-43.0573
0.358658	13.1084
301.812	27.4795
150.011	2.56232
150.136	2.51678
293.666	30.5237
150.091	2.39145
150.045	2.26611
293.666	30.5237
130.302	32.4372
305.269	36.8554
150.17	2.22044
113.653	31.8689
148.958	69.683
251.795	-45.8699
190.917	11.5535
213.233	79.3729
113.653	31.8689
187.706	12.393
187.706	12.3929
187.701	12.3958
187.701	12.3957
187.7	12.3941
187.7	12.3936
187.699	12.3922
187.699	12.3914
60.8323	71.7187
9.31823	-72.2406
267.185	-27.1691
168.329	-45.3972
83.8619	-69.276
117.825	31.1464
299.587	35.2052
10.6799	41.2668
10.681	41.2661
10.6818	41.2655
10.6826	41.2654
10.6833	41.2651
266.663	-28.651
266.415	-29.0069
266.215	-28.6553
265.966	-29.0105
266.614	-29.3565
266.166	-29.3627
83.862	-69.276
83.8619	-69.276
83.8619	-69.276
95.3874	-62.3741
83.8619	-69.276
83.8579	-69.2754
83.8579	-69.2754
83.8579	-69.2754
83.8579	-69.2754
230.178	-57.1664
83.6332	22.0194
150.292	2.16373
150.326	1.86756
6.34194	64.142
150.418	2.11823
150.372	1.99281
77.3322	-67.529
150.28	1.7423
230.177	-57.1688
3.48941	-30.3613
228.842	55.5131
296.194	50.522
138.002	-64.8699
298.785	26.2358
313.945	-17.1109
269.237	-25.1119
260.116	-0.984406
333.993	-17.6141
266.09	-29.0215
83.8148	-5.38694
173.173	-26.8701
177.101	-37.4852
81.1753	1.90876
81.4457	1.76195
81.4496	1.72356
81.7354	1.67141
187.705	12.3965
187.704	12.3966
187.702	12.396
187.701	12.3884
187.704	12.3869
187.704	12.3869
187.706	12.3872
164.602	-77.2841
167.197	-77.2647
56.0606	32.0935
86.5139	-0.142941
339.664	75.1919
83.8148	-5.38696
332.321	-47.1625
53.1175	-27.8019
53.1234	-27.8038
53.1192	-27.8021
53.1243	-27.8046
53.1223	-27.8031
53.1234	-27.8038
53.1219	-27.8029
309.761	42.3106
326.193	38.3235
214.497	25.1324
353.247	0.251405
352.656	0.287566
353.462	0.213553
351.634	0.263468
353.366	0.0210247
352.968	0.225115
351.893	0.255777
351.717	0.0235242
353.085	-0.00529417
352.154	0.310475
352.006	0.0291314
351.468	0.0330997
352.248	0.0705925
352.798	0.06657
351.476	0.267256
352.537	0.0610056
352.416	0.297123
36.6464	0.698004
36.7365	0.476868
36.8939	0.698036
37.1508	0.700053
37.3984	0.700046
37.6458	0.698261
37.8972	0.756816
36.9858	0.476968
37.2333	0.469495
37.4903	0.467669
37.734	0.469593
37.8965	0.592988
253.157	35.0666
252.866	35.0612
253.156	34.8456
252.582	35.0571
252.303	35.0467
252.017	35.0411
251.729	35.0331
252.871	34.8421
252.585	34.8398
252.309	34.8219
252.024	34.8183
251.734	34.8177
265.59	-27.9917
265.729	-27.793
265.867	-27.5948
266.005	-27.3958
266.143	-27.1974
266.279	-26.998
266.416	-26.7993
266.552	-26.5997
266.687	-26.4007
266.822	-26.2008
266.956	-26.0012
265.328	-27.9852
265.467	-27.7874
265.606	-27.5889
265.744	-27.3908
265.882	-27.192
266.019	-26.9936
266.156	-26.7945
266.292	-26.5957
266.428	-26.3964
266.564	-26.1973
266.698	-25.9978
265.206	-27.7804
265.345	-27.5823
265.484	-27.3844
265.622	-27.1859
265.76	-26.9877
265.897	-26.7889
266.034	-26.5904
266.17	-26.3914
266.306	-26.1926
266.441	-25.9933
266.576	-25.7942
265.203	-28.5398
265.062	-28.7379
264.921	-28.9353
264.779	-29.133
264.636	-29.3301
264.493	-29.5275
264.349	-29.7243
264.205	-29.9213
264.06	-30.1177
263.915	-30.3145
263.768	-30.5106
265.08	-28.3349
264.939	-28.5326
264.798	-28.7299
264.656	-28.9274
264.513	-29.1244
264.37	-29.3217
264.227	-29.5183
264.082	-29.7152
263.937	-29.9116
263.792	-30.1081
263.646	-30.3041
264.817	-28.3275
264.676	-28.525
264.534	-28.7221
264.391	-28.9193
264.248	-29.1161
264.105	-29.3129
263.961	-29.5094
263.816	-29.7058
263.67	-29.902
263.524	-30.098
263.378	-30.294
267.73	-29.1371
267.867	-28.9364
268.002	-28.736
268.138	-28.535
268.273	-28.3343
268.407	-28.133
268.541	-27.9321
268.674	-27.7305
268.807	-27.5295
268.94	-27.3276
269.072	-27.1263
267.859	-29.3399
267.995	-29.139
268.131	-28.9385
268.266	-28.7373
268.401	-28.5366
268.536	-28.3351
268.669	-28.1342
268.803	-27.9325
268.936	-27.7313
269.068	-27.5293
269.2	-27.328
268.125	-29.3409
268.26	-29.1403
268.396	-28.939
268.531	-28.7382
268.665	-28.5366
268.799	-28.3355
268.932	-28.1337
269.065	-27.9324
269.198	-27.7303
269.33	-27.5288
269.461	-27.3265
267.35	-29.6916
267.212	-29.8915
267.073	-30.0916
266.934	-30.2912
266.794	-30.4909
266.653	-30.6904
266.512	-30.8897
266.37	-31.0889
266.228	-31.288
266.085	-31.4869
265.942	-31.6857
267.617	-29.6937
267.479	-29.8942
267.341	-30.0941
267.202	-30.2944
267.062	-30.4941
266.922	-30.694
266.782	-30.8935
266.641	-31.093
266.499	-31.2923
266.357	-31.4915
266.214	-31.6905
267.746	-29.8965
267.608	-30.0971
267.47	-30.2972
267.331	-30.4975
267.192	-30.6974
267.052	-30.8974
266.911	-31.0971
266.77	-31.2967
266.628	-31.4961
266.486	-31.6955
266.343	-31.8947
162.529	-59.8861
237.725	-54.3114
237.724	-54.3114
237.723	-54.3113
237.722	-54.3111
26.7832	13.2442
14.8082	60.8952
309.662	42.6494
311.291	-31.337
83.823	-5.39737
83.8238	-5.38355
83.8175	-5.36724
344.092	62.0365
222.842	19.101
350.607	-2.23092
242.145	-39.0972
50.2532	18.9024
43.7763	-47.0153
224.317	-21.3725
168.008	-61.089
219.891	-60.8372
219.883	-60.8299
114.83	5.22474
302.562	36.1805
154.253	-57.9099
305.113	43.8502
261.625	4.14215
174.968	-31.9866
180.386	-65.1433
312.884	60.3055
142.84	36.3718
233.102	47.4466
6.10797	-1.97817
116.678	20.0008
90.6251	39.1751
80.9174	-14.0516
198.064	-62.6986
240.774	-40.2989
240.781	-40.3123
240.771	-40.315
206.628	-62.92
161.263	-59.6799
274.795	-13.5436
274.894	-13.7842
56.0053	31.9662
203.693	37.181
203.693	37.1808
83.6902	-5.55861
186.643	-63.1027
328.458	62.5927
74.6966	29.84
73.7996	30.3629
166.276	-58.8454
2.08354	51.3909
16.3398	60.4257
56.0051	31.9661
289.508	18.5764
277.849	-32.3523
264.396	-3.2447
264.65	-23.9052
271.211	-7.58958
277.737	-25.5013
254.882	-37.1175
258.631	-29.4582
232.007	-50.6688
259.797	-18.5119
277.978	-23.4793
271.538	-27.7694
272.326	-25.9127
280.807	-32.2954
259.494	-23.7616
323.369	-0.819391
271.204	-30.0514
257.545	-26.5861
270.895	-30.0381
206.618	-51.3726
246.923	-38.8457
78.5274	-40.052
152.755	-57.8012
291.13	50.2416
273.414	-31.8312
260.1	-35.8848
258.916	-38.883
255.525	-29.941
266.562	-32.2293
266.562	-32.2293
266.562	-32.2292
266.562	-32.2292
266.562	-32.2292
266.563	-32.2289
230.177	-57.1704
283.274	-8.72634
263.526	-23.3594
280.423	-5.8459
266.368	-32.6982
259.592	-39.3548
272.67	-10.868
276.241	-13.1923
249.123	-47.8267
270.839	-25.2694
275.125	-14.5809
201.096	-62.0099
267.29	-27.4133
223.195	-59.8149
255.032	-41.9666
265.051	-28.804
278.084	-8.68291
267.602	-29.0324
272.585	-19.0649
255.433	-40.8629
278.94	-32.9855
225.991	-33.0635
81.0407	-24.5279
71.5266	31.3763
266.667	-28.6438
266.865	-28.9928
266.219	-28.6479
265.969	-29.0029
266.17	-29.3548
266.663	-28.6514
266.416	-29.0074
266.861	-29.0006
266.215	-28.6558
265.966	-29.0108
266.614	-29.3566
266.167	-29.3626
267.06	-36.1351
267.672	-26.7838
199.638	-62.9525
263.834	-32.9288
282.112	-0.772283
273.348	-16.59
218.351	-61.1961
247.17	-50.3365
277.692	-12.5249
269.661	-21.3346
296.073	21.2944
210.162	-63.4545
266.23	-32.5585
267.172	-31.3899
112.382	-13.1623
238.226	-50.4839
265.119	-36.9195
266.531	-22.0511
221.575	-64.2877
167.424	-64.9479
274.326	-25.1434
147.121	-47.4183
273.774	-12.0919
117.133	-67.7484
117.154	-67.7532
117.136	-67.7569
266.419	-28.9993
266.618	-29.3486
291.671	13.4328
276.446	-37.0953
145.221	-54.4752
232.862	-56.1694
259.556	-38.4089
262.63	-33.8563
292.183	17.7853
278.826	-11.117
255.612	-43.1649
280.407	-3.82396
83.8555	-69.2712
95.3916	-62.3675
95.3818	-62.3749
299.901	20.7996
139.33	41.9098
325.603	12.4959
60.8187	71.7171
143.026	8.45053
49.3638	41.4006
10.3581	25.5013
207.613	68.5591
16.5704	-72.0975
283.161	0.669243
283.16	0.675016
22.949	33.6108
137.386	33.1676
274.96	74.5701
266.818	-29.963
225.969	-41.8589
292.621	18.8682
292.621	18.8682
262.931	-31.2403
263.023	-30.7469
156.402	-57.9553
280.922	-11.2301
293.378	-62.2
284.559	2.04169
350.884	58.7813
94.2937	22.7865
94.4378	22.7273
49.4229	-66.5515
185.743	15.7931
148.84	69.0193
132.314	-45.7105
248.972	-47.5877
75.2799	45.2808
276.142	-24.8904
276.142	-24.8904
217.915	36.3001
217.917	36.2986
228.401	-59.0348
263.019	-34.7071
213.162	-65.3463
213.211	79.3662
83.8803	-69.2692
83.8534	-69.2709
83.8535	-69.2711
278.214	0.487765
136.683	-52.0969
40.6742	-0.0146872
40.6744	-0.0137303
40.6743	-0.0144386
340.665	29.73
188.539	61.9763
129.453	36.6996
155.744	12.5701
246.228	37.9707
134.169	42.7113
171.281	-0.284464
179.936	1.20675
204.255	-2.77024
116.542	23.1241
213.387	42.2
142.304	37.9658
163.562	51.3929
71.9528	-41.2048
111.902	-24.0991
110.664	-9.51579
122.876	9.62939
79.2881	16.5535
266.415	-28.9998
266.415	-28.9998
266.415	-28.9998
266.415	-28.9998
266.42	-29.0152
266.42	-29.0152
172.97	-12.5309
172.968	-12.5365
133.702	20.1132
321.251	-8.22222
234.817	3.39434
242.791	51.5257
263.01	61.3025
315.545	-6.77539
316.213	-7.19943
320.147	-6.69232
347.446	0.0109172
359.976	-9.6183
14.8131	15.6408
15.3041	-9.75339
33.4152	13.8018
169.908	0.934226
166.484	3.21684
210.068	-1.13506
210.144	0.797418
232.342	59.477
234.205	54.2454
242.978	45.2703
329.671	-1.24658
153.863	62.9818
121.109	52.3868
143.733	5.23119
240.018	41.5102
35.6584	43.036
182.631	39.4029
182.631	39.4029
182.633	39.4093
17.0949	6.38827
20.6141	-4.35327
311.828	-16.6484
32.1854	0.379086
12.7559	-1.04331
27.0555	0.0303683
214.953	6.11914
225.807	57.8692
157.287	65.1697
246.594	29.8816
178.463	11.6088
310.847	75.0635
181.347	-7.7044
115.933	48.1394
171.652	51.5695
10.1796	-11.1688
196.232	39.9224
172.967	-12.5368
172.966	-12.5372
172.965	-12.5373
172.963	-12.5279
8.55788	39.4077
9.02307	18.6365
35.9272	40.0185
38.1249	34.3932
38.604	31.5693
112.045	14.6226
120.389	14.2499
129.426	65.2252
129.769	57.9022
133.285	13.8864
155.476	21.9872
167.882	35.6748
176.423	49.7693
177.486	12.7839
185.137	33.7226
230.018	20.2699
261.083	50.9646
271.272	11.0251
326.86	15.3414
358.842	79.9263
359.656	44.0802
263.678	16.0137
270.412	13.8616
121.028	5.11065
121.028	5.11064
121.028	5.11063
121.028	5.11064
121.027	5.10993
287.074	50.9366
121.393	24.1683
127.861	32.3277
160.824	31.5145
165.386	16.7356
241.553	0.0123883
204.703	38.8504
186.443	12.6572
186.443	12.6572
169.573	-32.8113
64.5868	38.022
162.032	-19.1627
17.1659	1.58095
204.415	-12.952
330.814	31.7558
329.522	-15.0161
334.721	-3.59621
270.389	44.0763
249.547	57.3404
37.2056	67.3556
83.1613	7.54999
20.4258	11.8265
282.317	67.0998
9.58922	-2.13096
10.2058	10.0595
10.7941	52.0559
17.4499	73.2013
27.1278	53.5454
35.7767	86.3159
45.8163	16.4352
61.8609	3.67861
75.7472	25.2699
78.5403	0.940605
92.3787	48.0714
100.78	23.3125
103.804	54.1492
115.762	80.4357
125.38	47.0491
135.273	29.0251
145.344	39.7472
203.219	2.01621
208.069	31.4474
215.746	19.5962
220.791	77.1278
228.419	26.1297
236.928	20.8676
244.432	32.3781
254.877	47.0495
278.443	47.455
326.054	28.1712
350.365	23.7829
162.138	34.9604
16.8201	-8.57835
150.999	42.5216
135.069	32.3276
22.495	23.6421
182.3	43.6563
79.0158	24.9696
155.216	48.5223
357.011	-16.5152
74.1824	22.819
222.33	63.2704
79.1503	-54.5603
86.734	-53.7782
353.017	-50.8169
359.817	-50.1697
0.147	-57.8065
86.5815	-53.7924
81.9549	-52.9673
355.33	-51.2736
36.6982	-4.71046
69.7853	5.35661
322.432	0.111973
155.94	4.1971
347.08	-2.16626
216.907	-25.3775
337.446	-27.9539
168.981	1.52187
29.9714	-8.81029
311.511	-34.4779
209.81	-19.4672
245.375	38.1471
216.835	44.1502
197.77	-3.15336
292.963	-26.6033
335.098	-52.4589
233.365	31.1468
55.1479	-28.6496
247.597	24.5988
164.547	1.57872
181.649	-7.70338
46.6575	-9.736
54.2024	-28.0437
51.9573	2.5952
39.4799	-52.4491
53.4666	-39.0219
41.4612	9.57826
194.92	31.3571
207.214	49.3384
129.637	19.8415
275.472	64.3631
198.875	-16.3662
155.982	-27.2519
231.057	-31.886
239.595	-14.1457
201.204	30.8637
201.175	30.2793
75.4239	-4.243
177.097	12.6965
116.069	37.9087
116.068	37.9087
10.8571	-20.6547
16.4064	-24.6428
35.2184	-38.5153
39.3559	-26.5447
45.9942	-36.974
46.7448	-28.7014
52.7986	-20.9788
54.0286	-40.6541
72.4955	-44.6363
82.0269	-29.7387
86.8661	-31.8596
99.6701	-54.0093
150.109	44.1798
246.068	41.2806
241.205	23.9333
73.477	2.89342
73.5209	2.93589
73.5692	2.87754
14.3318	-26.2476
224.862	-18.1991
19.5636	-26.9356
73.5108	2.84291
77.2413	-53.7056
217.359	34.0052
218.83	35.0766
184.142	7.45077
187.11	6.64888
183.264	7.04605
196.934	-19.4047
186.731	4.49194
181.05	-7.96417
181.728	-14.7841
178.268	39.7913
181.962	-27.5842
181.8	25.5814
185.23	-3.32474
180.99	-3.97618
186.998	38.1308
198.37	-11.1607
215.072	53.0095
215.072	53.0095
215.07	53.0101
215.059	52.9953
214.811	52.8063
214.811	52.8063
214.813	52.8082
214.796	52.8029
214.525	52.6214
214.55	52.6161
214.55	52.6161
214.532	52.6104
20.7816	34.3488
207.511	7.50692
173.937	6.80963
190.561	35.4463
160.663	-59.7799
160.982	-59.9944
161.459	-59.954
161.169	-59.361
161.786	-60.0988
161.518	-59.5253
160.822	-59.1593
161.733	-59.7703
162.036	-59.5443
162.093	-59.9746
162.275	-59.7528
161.327	-60.197
160.806	-60.2417
161.733	-60.375
161.205	-60.4334
160.385	-59.601
160.133	-59.8315
160.47	-60.0368
160.644	-59.3871
267.861	-29.5879
267.864	-29.5895
267.867	-29.5911
267.869	-29.5931
267.871	-29.5949
267.857	-29.5712
168.344	-26.7553
177.776	-28.8206
162.202	-60.2489
186.761	12.917
186.687	12.8887
210.179	55.1689
192.41	15.1613
178.508	-19.5644
208.931	-22.9515
12.6135	-17.6648
41.647	-8.42652
225.278	1.6791
243.367	-60.7622
158.125	54.4015
10.6909	41.2623
10.6869	41.261
10.6776	41.2749
10.6748	41.2717
10.6758	41.2647
8.18397	39.5754
54.1042	-34.9955
187.496	13.6198
137.857	60.0417
10.6824	41.2768
54.5751	-35.4318
9.42018	-33.72
189.991	-11.652
190.012	-11.5879
141.566	-76.6287
125.99	71.0336
151.391	70.3627
196.592	67.7092
128.521	66.1786
145.148	71.1797
149.376	69.0482
157.104	68.4051
146.81	67.913
184.152	69.4718
193.518	27.1463
194.178	21.6895
211.259	53.6668
2.49077	-24.9632
170.062	12.9845
190.464	41.2744
33.5102	27.8782
154.971	45.55
166.455	-0.02706
192.712	41.1253
351.916	23.5879
15.0403	-33.7045
168.86	18.1147
210.217	-1.74864
189.327	11.8249
266.676	-29.3246
266.873	-29.4332
267.068	-29.5309
267.264	-29.6336
267.455	-29.7373
265.287	-28.5717
265.476	-28.6776
265.672	-28.7817
265.858	-28.8849
260.132	57.9178
184.847	5.83959
277.17	-66.9791
83.1985	-66.3672
83.1986	-66.3672
83.1985	-66.3672
53.1234	-27.8038
53.1243	-27.8046
40.8599	37.3518
83.8793	-69.2902
83.8793	-69.2902
83.8793	-69.2902
21.4621	-1.34246
322.489	12.1649
281.515	-2.43217
9.84864	0.904593
83.8764	-69.2904
83.8764	-69.2904
83.8763	-69.2905
83.8763	-69.2904
53.1175	-27.8019
343.781	0.973776
265.019	68.9887
53.1248	-27.8051
270.459	-8.95419
267.56	-37.0501
220.184	-60.0238
234.581	-55.6936
239.632	-53.5764
245.055	-50.0333
252.781	-44.056
254.282	-42.9165
254.972	-42.1527
256.403	-40.6425
259.314	-37.3172
272.636	-19.289
274.717	-15.9867
274.82	-15.808
278.024	-9.63853
281.906	-1.94176
284.031	2.30759
287.077	7.76209
287.69	9.28645
168.201	13.4151
334.403	0.259191
53.1192	-27.8021
353.001	0.283954
215.059	52.9953
215.057	52.9959
215.057	52.9959
215.059	52.9953
215.07	53.0101
215.051	53.0045
215.057	52.9959
214.811	52.8063
214.797	52.8027
214.813	52.8082
214.797	52.8028
214.813	52.8082
214.549	52.6141
214.549	52.6142
214.549	52.6142
214.549	52.6141
214.55	52.6161
214.55	52.6161
214.526	52.6222
170.601	4.27896
170.678	4.24823
170.754	4.21828
170.83	4.18884
170.907	4.1599
170.983	4.13166
171.06	4.10401
171.137	4.07687
171.214	4.05019
184.758	47.3059
171.291	4.02411
171.368	3.99855
279.837	-6.03616
56.6225	50.509
255.229	64.1908
255.229	64.1907
255.229	64.1907
255.229	64.1908
255.229	64.1907
69.7853	5.35666
56.5931	50.5162
56.5635	50.5244
83.6343	22.0093
83.6341	22.0097
255.229	64.1908
100.302	9.49231
100.302	9.49217
309.761	42.3106
309.761	42.3107
210.179	55.1689
350.884	58.7813
116.069	37.9087
116.069	37.9087
260.132	57.9178
24.2911	24.7853
24.3277	24.6071
24.3652	24.4297
24.4033	24.2531
24.4421	24.0769
24.4812	23.9016
24.5208	23.7266
25.8874	18.1569
25.9261	18.0006
25.9648	17.8437
26.0032	17.6872
26.0412	17.5315
26.7137	13.5864
26.7482	13.4148
54.6886	9.93043
215.07	53.0101
215.07	53.01
215.07	53.0101
215.07	53.0101
215.07	53.0101
54.7184	-35.5758
54.7184	-35.5758
310.83	75.0713
95.392	-62.3677
95.392	-62.3678
95.3925	-62.3682
124.71	21.7166
148.848	69.0793
83.8802	-69.2691
9.4185	-33.7115
216.835	44.1502
310.83	75.0713
16.5704	-72.0975
95.3818	-62.375
95.3818	-62.375
95.3818	-62.375
148.035	21.7226
161.327	-60.197
161.329	-60.1998
283.161	0.669244
283.163	0.674155
10.6799	41.2669
10.6809	41.266
10.682	41.2656
10.6826	41.2653
10.6835	41.2653
160.806	-60.2417
160.806	-60.2417
249.882	53.7831
266.562	-32.2292
174.968	-31.9867
201.175	30.2793
266.563	-32.2289
266.563	-32.2289
266.563	-32.2289
201.204	30.8637
174.961	-31.9936
215.051	53.0044
215.051	53.0045
215.051	53.0044
275.472	64.3631
275.472	64.3631
299.587	35.2052
275.472	64.3631
161.205	-60.4334
259.823	-29.066
83.8555	-69.2712
206.618	-51.3724
286.608	68.7953
267.874	-29.5963
267.857	-29.5712
161.733	-60.3749
162.202	-60.2489
276.446	-37.0954
160.47	-60.0368
160.385	-59.6009
160.639	-59.3871
286.607	68.7939
215.057	52.9959
274.894	-13.7841
274.894	-13.7841
215.057	52.9959
291.13	50.2416
291.13	50.2416
215.057	52.9958
261.625	4.14223
274.894	-13.7841
215.057	52.9959
267.56	-37.0501
215.06	52.9952
215.059	52.9953
277.17	-66.979
214.796	52.8029
214.796	52.8029
214.797	52.8027
214.813	52.8082
268.564	-27.9135
13.7901	-37.6453
267.06	-36.1351
267.06	-36.1351
292.621	18.8682
292.621	18.8682
160.133	-59.8315
160.822	-59.1593
161.518	-59.5253
267.869	-29.5931
267.871	-29.5949
160.663	-59.7798
216.748	33.2677
218.007	34.603
15.677	-21.8595
340.66	29.7221
340.659	29.7229
267.657	-29.8325
264.906	-28.3573
265.101	-28.4694
305.113	43.8502
317.578	10.1335
245.55	-50.1031
34.7466	57.1157
34.7443	57.1201
305.443	37.3791
86.5519	-0.0937097
86.5605	-0.106841
86.555	-0.109408
305.127	43.8572
343.383	62.6007
343.955	62.6435
242.129	-39.0558
68.4111	17.8684
194.001	38.3204
86.343	9.07491
6.97768	22.3257
104.658	-28.9674
228.954	-37.1497
73.7914	30.3695
73.7921	30.3702
73.7986	30.3623
178.252	37.7067
293.692	30.5202
161.268	-59.6804
161.269	-59.6805
161.269	-59.6806
161.271	-59.681
161.271	-59.6813
239.041	-37.9308
86.9437	-9.66949
86.9433	-9.66799
309.18	40.3567
309.18	40.3566
246.92	-24.3717
246.92	-24.3719
161.273	-59.6869
161.256	-59.6867
190.699	-63.0573
275.12	-16.1765
219.885	-60.8371
219.879	-60.8295
36.8227	61.6247
267.555	-6.71276
163.667	-48.7888
45.943	64.9051
280.807	-32.2951
233.876	-50.6616
260.294	-19.5917
260.992	-26.3494
267.712	-34.5952
270.409	-26.8357
272.57	-31.7602
339.12	22.5408
163.467	52.0082
188.542	-2.46275
140.937	30.4718
122.939	-35.3474
122.938	-35.3479
291.135	50.2413
46.4965	5.78327
226.733	-62.3204
265.284	-30.4175
264.802	-27.9711
264.942	-27.774
265.082	-27.576
265.221	-27.3785
265.36	-27.1802
265.498	-26.9821
265.636	-26.784
265.773	-26.5853
265.91	-26.387
266.046	-26.188
266.182	-25.9895
266.317	-25.7901
266.452	-25.5913
264.694	-28.1224
264.553	-28.3198
264.411	-28.5167
264.268	-28.7138
264.125	-28.9103
263.982	-29.1072
263.838	-29.3033
263.693	-29.4999
263.548	-29.6956
263.402	-29.8919
263.255	-30.0873
264.566	-27.9263
264.681	-27.7657
264.821	-27.5686
264.961	-27.3707
265.1	-27.1733
265.239	-26.9755
265.377	-26.7771
265.515	-26.5793
265.652	-26.3807
265.788	-26.1826
265.925	-25.9836
266.06	-25.7853
266.195	-25.586
264.432	-28.1146
264.29	-28.3114
264.147	-28.5083
264.004	-28.7048
263.861	-28.9014
263.717	-29.0975
263.572	-29.2937
263.427	-29.4898
263.281	-29.6852
263.135	-29.8811
262.988	-30.0762
148.851	69.6284
148.875	69.6231
149.099	69.721
263.925	-36.354
263.554	-26.0841
298.787	26.2314
246.649	-51.9373
40.125	61.2259
276.564	-14.8527
267.024	-24.784
267.222	-20.3639
243.184	-52.4267
230.179	-57.1671
255.239	-46.1822
255.241	-46.1813
255.247	-46.1813
255.25	-46.1884
255.245	-46.1904
267.79	-30.9653
268.061	-22.3465
268.065	-22.3383
261.353	-32.9566
266.898	-22.8654
263.828	-35.6668
267.633	-26.7482
269.636	-30.9601
269.241	-25.1112
248.991	-47.3217
248.05	-47.8215
195.715	-63.8394
257.935	-39.5492
257.943	-39.5488
257.942	-39.5643
6.34193	64.142
6.34193	64.142
6.34193	64.142
6.34193	64.142
6.34258	64.1417
277.262	-12.8928
260.265	-37.4388
312.777	-8.45836
312.777	-8.45838
312.777	-8.45832
312.778	-8.45699
312.778	-8.45685
267.192	-27.173
267.194	-27.1719
258.52	-38.1725
30.9775	-16.9753
274.972	74.5698
242.15	4.2742
346.224	12.3293
209.693	47.0134
81.4881	-66.0836
234.295	11.9286
187.039	44.1135
278.642	-8.74439
120.528	0.812697
283.157	0.672528
283.161	0.668647
83.88	-69.2688
259.54	-37.3115
128.796	-45.1894
128.794	-45.1855
128.793	-45.1814
128.8	-45.1941
128.797	-45.19
128.794	-45.1857
128.793	-45.1808
128.792	-45.1757
157.896	-39.9613
330.586	1.89563
302.293	-85.651
321.746	10.1902
282.33	33.5602
130.366	-10.472
106.09	-48.4508
221.003	44.5281
62.3039	11.1423
185.779	11.0145
125.352	-36.4912
132.132	-69.6897
14.53	-46.0766
