ra	dc
295.093	60.6851
67.9179	-5.06543
51.581	-21.2979
83.821	-5.3944
83.821	-5.3944
254.455	35.3422
20.9724	-35.0564
88.0456	-7.45513
148.688	-20.374
102.721	41.5178
166.297	-61.1172
6.72765	18.9306
31.4303	64.8266
31.4302	64.8266
228.509	-59.1384
225.985	-42.0651
225.777	-42.1651
225.535	-42.1234
225.402	-41.9817
225.481	-41.8067
225.706	-41.7067
225.943	-41.7234
225.818	-41.8901
225.643	-41.9234
225.739	-42.0109
83.821	-5.3944
83.821	-5.3944
270.936	-24.3724
182.505	-52.4276
233.968	57.9047
208.252	69.3064
208.252	69.3065
31.1837	-5.08815
193.283	-29.4815
308.72	60.1457
109.98	17.9805
32.0897	10.9853
6.72824	18.9185
81.6008	-32.8496
83.6315	22.004
83.6231	22.0044
132.289	-45.6284
190.718	2.71562
165.805	11.0862
132.798	18.5515
288.613	24.9477
255.709	-48.7913
83.0026	-71.0152
287.226	9.39406
287.224	9.39428
287.221	9.39398
173.263	25.9057
271.751	-29.4006
208.252	69.3065
208.252	69.3065
208.252	69.3065
182.684	-9.33625
84.0068	22.3633
248.984	-47.421
285.289	-22.0063
208.252	69.3065
20.9724	-35.0565
69.8754	-29.078
273.428	-33.7641
76.3876	-67.8693
233.967	57.9046
233.967	57.9046
272.161	-20.4204
270.936	-24.3724
255.7	-48.7987
255.706	-48.7801
283.763	-30.4832
22.5075	21.8945
274.839	-25.4164
274.839	-25.4163
274.839	-25.4163
272.723	-19.7038
161.246	-59.6836
77.6002	-34.9054
77.207	-35.906
75.0925	-36.4556
74.7055	-36.0029
76.1093	-35.7058
75.1013	-35.9091
74.0983	-36.6091
74.505	-36.4897
72.4905	-37.0001
73.5019	-37.2017
98.8409	22.5443
98.3354	22.5858
288.374	17.3234
109.683	-24.9552
223.614	16.0964
222.586	23.9138
290.727	-54.4322
83.8393	-5.43629
83.842	-5.43899
285.459	-36.9872
298.487	44.4084
261.18	-34.2035
325.17	58.2662
277.455	1.26139
208.107	-66.3847
3.26165	72.5314
271.361	2.49666
258.84	-26.599
250.222	53.6914
331.052	-56.7958
302.982	36.1906
66.7598	26.0823
65.5006	26.9687
83.8837	-6.44721
87.949	2.81538
130.587	-79.0227
128.973	-50.9714
130.086	-40.2635
141.582	-53.3802
160.983	-59.5449
167.965	-61.3085
51.4015	30.7495
67.3471	24.5456
66.736	24.7309
266.483	-28.8169
308.024	41.5108
167.627	-37.5351
249.995	-48.8651
294.089	29.5456
175.241	-55.5832
315.589	36.6987
70.7175	36.1064
255.782	-47.0156
201.291	-11.181
290.206	37.7779
308.301	41.2502
59.7432	35.7815
38.6058	-43.7915
151.745	-40.4373
294.652	-46.2198
288.613	24.9427
288.613	24.9462
288.61	24.9495
288.606	24.9489
288.605	24.9423
288.611	24.9414
121.6	15.4612
121.6	15.4609
121.601	15.4577
121.595	15.4545
121.594	15.4549
34.8374	-2.98187
15.7966	-70.857
251.805	-1.95551
294.998	-30.9497
262.246	-31.8465
262.328	-31.7624
9.31313	-72.2446
10.4649	40.9391
84.4119	-70.5686
81.984	-69.8987
87.5284	-71.8646
14.6714	-71.774
11.5193	41.7087
205.557	28.3783
205.536	28.3727
205.552	28.3839
355.958	-15.294
268.672	-29.8212
259.607	-40.5013
257.228	-32.3062
268.618	-26.3527
267.692	-31.2828
299.845	11.6998
314.756	41.7166
206.635	-62.9153
210.833	-41.3734
210.839	-41.3751
210.833	-41.3734
210.838	-41.3747
247.024	-49.1938
280.25	-5.59507
267.813	-30.631
142.339	-31.3932
274.006	-14.0342
266.566	-32.2236
266.568	-32.2239
266.568	-32.2238
248.499	-47.3929
255.704	-48.7884
255.704	-48.7879
255.705	-48.7876
322.495	12.1679
117.144	-67.7569
117.144	-67.7568
84.7456	-64.0771
224.623	-31.7332
88.2152	-69.49
288.718	10.8563
263.49	-22.0091
289.694	-5.2437
254.455	35.3411
269.708	-33.8232
288.802	10.9718
288.799	10.9721
288.797	10.972
288.492	9.88631
260.627	-36.2115
253.731	-44.0483
182.506	-52.4416
1.76029	73.0503
197.197	21.4538
244.381	-50.9234
244.538	-50.9598
244.413	-51.1576
244.286	-51.133
276.359	-14.8135
297.021	27.7347
112.325	-14.8024
255.727	-41.4727
241.653	81.5055
257.2	-40.1569
279.06	59.4295
83.6343	21.977
257.434	-44.4757
221.265	-62.3516
125.487	-43.0079
35.6246	42.3239
83.891	-69.2742
83.8474	-69.2629
15.165	-72.2013
15.1647	-72.2013
15.1637	-72.2011
15.1592	-72.2001
15.1479	-72.1929
83.6336	22.0206
83.6332	22.0289
83.6334	22.0289
83.6336	22.0289
345.578	58.9911
114.343	65.603
114.341	65.605
114.331	65.6083
114.304	65.6058
308.801	60.1122
308.806	60.1119
308.815	60.113
350.901	58.8487
350.901	58.8487
350.91	58.8449
350.91	58.8449
350.918	58.8403
350.91	58.8449
83.8865	-69.2896
83.8866	-69.2896
162.954	15.9916
272.162	-20.4205
272.162	-20.4205
272.164	-20.4013
272.154	-20.4075
280.049	-5.6543
262.668	-21.5087
256.017	-41.738
261.915	-35.1328
162.522	-59.8949
162.521	-59.8944
59.7307	54.2292
171.857	56.8773
171.865	56.8715
311.933	-40.2364
311.934	-40.2341
341.645	-2.41429
341.647	-2.40407
345.231	-5.65477
110.115	-31.4314
110.115	-31.4316
110.115	-31.4325
110.115	-31.4341
110.095	-31.4243
110.096	-31.4243
110.096	-31.4236
110.099	-31.4221
98.4746	17.7604
94.5157	22.4496
169.802	-61.4549
10.6744	41.259
10.6802	41.2568
10.6871	41.2562
10.6927	41.2576
10.6903	41.2811
266.416	-29.0124
266.416	-29.0124
179.453	55.4737
40.9106	1.39393
185.917	7.0623
187.454	13.4386
139.822	69.1944
3.52315	-23.2152
10.1007	41.6784
162.077	12.6375
162.724	13.4211
166.458	-0.0447475
184.542	28.1815
40.1036	39.0541
345.25	30.1353
15.0295	-33.7034
15.0306	-33.7021
15.0318	-33.7012
15.0333	-33.7006
15.0347	-33.7001
15.0364	-33.6995
15.038	-33.6992
15.0397	-33.6992
15.0414	-33.6994
15.0437	-33.6999
15.0465	-33.7015
15.0494	-33.7045
15.0508	-33.7085
15.0505	-33.711
15.0493	-33.7134
15.0481	-33.7152
15.0462	-33.7166
15.0447	-33.7174
15.0429	-33.7181
15.0416	-33.7183
15.0402	-33.7185
10.6791	41.2811
10.6814	41.273
10.6677	41.2706
10.6712	41.2613
10.7059	41.2749
194.502	27.3654
187.634	41.6127
187.666	41.6759
192.159	-5.78211
192.159	-5.78215
192.159	-5.78221
192.14	-5.81891
210.821	54.3934
210.745	54.3788
210.727	54.3392
210.769	54.3077
210.85	54.3117
210.882	54.3544
210.957	54.3642
183.93	47.1192
179.611	43.985
177.303	56.0923
185.029	29.2905
55.5692	-35.3945
183.865	36.3209
3.72571	-39.1923
67.6883	64.8411
23.7665	-41.4408
49.6073	-66.4884
49.575	-66.4954
49.5781	-66.6088
49.5847	-66.6102
149.451	69.0663
149.452	69.0585
24.2133	15.7534
24.2146	15.7536
150.35	68.6897
281.044	45.5381
215.096	53.5605
190.667	-11.3153
203.971	-34.2947
203.971	-34.2949
203.971	-34.2949
203.971	-34.2947
230.437	52.9038
51.1925	-29.3124
222.95	-15.1969
38.7299	-18.112
33.6276	-5.30363
187.738	-11.6452
334.899	-27.3268
213.287	-65.3391
213.298	-65.3388
184.569	29.252
187.26	29.7882
194.005	29.2533
195.365	29.3165
200.11	29.6089
201.163	29.1795
201.175	29.0402
203.397	29.832
206.533	29.6265
207.572	29.172
210.939	29.3526
212.768	29.6946
213.647	29.5838
215.573	29.7146
217.259	29.728
222.783	29.4324
223.034	29.3969
225.61	28.9665
226.577	29.6703
230.482	28.996
231.079	29.1109
231.167	29.4512
231.481	29.4726
232.146	28.9677
232.737	28.9956
235.092	29.1473
243.078	29.5797
243.46	29.1558
354.062	2.14602
29.7538	25.7027
43.811	20.9824
125.806	27.8701
127.672	9.78236
148.964	14.2772
149.148	8.72641
156.13	47.152
181.392	-26.5587
32.6859	-51.0261
172.98	-12.5416
258.834	21.7607
354.613	27.0368
39.5826	-52.1906
237.479	62.696
204.33	24.383
204.33	24.3829
138.651	56.2159
223.242	33.8637
213.308	0.00143528
200.298	0.648745
12.5257	-0.878975
221.125	-1.38746
359.328	0.721105
1.84581	2.06049
3.27312	0.0849178
13.4779	-0.0431767
14.1842	2.28456
18.1198	-1.21454
174.138	1.97479
181.612	15.2356
188.298	16.8274
333.66	-19.0256
0.338021	2.56044
318.775	-43.3954
320.053	-44.4392
325.864	-45.6396
187.993	-2.40835
149.408	55.3731
343.484	16.1558
190.232	-36.7525
179.121	55.1347
205.297	67.6758
210.862	-6.02155
214.945	54.3834
51.5599	2.4169
190.454	6.60367
344.323	7.72424
142.651	49.8427
214.49	25.7258
197.741	1.14904
200.842	-0.372212
258.596	61.3234
258.902	63.3837
173.436	0.961852
192.921	0.0452433
264.665	58.6237
0.630096	0.823688
195.54	-0.00611472
263.977	53.9137
257.091	61.908
186.722	-0.191516
109.141	-29.3236
208.315	33.4854
162.108	-25.1633
7.7387	-27.9327
47.7323	-30.9925
174.746	-2.03587
175.596	-1.79658
175.859	-0.85589
48.9668	-19.122
121.023	5.10428
187.284	2.06282
187.282	2.06382
187.267	2.0381
187.269	2.03661
183.581	14.0735
10.7132	-9.6416
10.4428	-9.64165
10.1724	-9.6416
10.7132	-9.37496
10.1724	-9.37493
10.7132	-9.10829
10.4428	-9.10829
10.1724	-9.10831
164.573	19.874
321.617	-46.0907
169.627	-46.5699
193.773	-71.6319
73.9479	-46.2691
344.532	-27.98
216.132	-49.221
352.317	-47.4964
125.852	22.394
39.4642	28.8117
196.361	-49.4666
196.361	-49.4666
317.293	-9.67561
127.534	37.9991
130.261	36.0748
136.215	-1.74864
138.762	24.3124
151.099	12.4811
155.616	19.4871
154.089	-33.5645
194.176	-46.9167
278.762	32.6971
188.059	2.09585
209.005	18.3654
141.51	12.7257
107.841	20.0219
176.274	19.6156
187.713	12.4006
187.711	12.4024
187.707	12.4038
187.692	12.393
187.695	12.3826
187.698	12.381
187.701	12.3796
33.6421	-0.767332
133.379	58.0339
80.4923	-36.4102
225.156	22.7505
80.3538	-25.522
141.697	12.7486
149.008	41.1747
184.04	26.5169
208.598	-2.31617
169.354	17.6953
183.375	2.84079
226.039	-2.80359
163.437	57.5746
349.62	0.6071
216.178	22.9446
128.703	55.5871
356.239	9.21028
220.171	3.48312
96.6069	-53.7075
96.7454	-54.5382
3.38067	-19.4818
49.9393	41.5259
49.9382	41.5254
49.9364	41.5278
49.9357	41.5274
49.9332	41.5295
49.9315	41.5285
49.93	41.5312
49.9284	41.5302
192.238	-41.3132
192.227	-41.3135
243.17	-60.788
243.687	-60.6472
243.62	-60.9484
358.559	-10.4029
234.902	21.7697
170.905	43.1023
347.073	-2.19992
19.7296	-1.03034
179.932	55.5563
231.059	29.9172
342.194	-44.492
24.438	-12.8959
111.864	85.7508
139.542	-12.0841
139.528	-12.0748
17.4948	-45.9394
254.514	27.8621
342.523	-64.3659
325.069	-23.6815
180.555	58.0366
68.4035	-13.2337
227.745	5.76148
192.423	30.6645
133.386	23.4205
78.674	-49.0572
78.6192	-49.3354
79.523	-48.8307
13.5532	12.7379
104.547	-55.9199
104.639	-55.9746
104.622	-55.9604
36.152	-0.060175
356.856	-2.32933
170.598	24.3253
198.032	-0.988927
170.704	1.09847
356.933	-28.1369
38.0569	-44.2969
82.1924	-39.5027
302.936	-57.4091
241.099	17.7058
196.09	-30.4842
196.048	-30.5672
210.912	-33.9434
210.91	-34.0085
30.0635	31.4084
178.774	23.5001
178.949	23.4294
197.889	-1.28912
239.538	27.2756
139.396	51.7566
260.666	32.1641
168.802	53.278
167.241	9.1534
6.36571	-12.3243
333.757	-14.0551
137.779	17.7243
24.9905	-5.89305
186.751	33.4928
53.2734	-27.6858
53.2734	-27.6858
52.9643	-27.6941
52.9643	-27.6941
52.9581	-27.954
52.9581	-27.954
53.2623	-27.9545
53.2623	-27.9545
161.509	59.0162
161.201	58.6983
161.673	58.7805
162.145	58.8627
161.037	58.9346
161.982	59.099
160.873	59.1707
161.345	59.253
161.817	59.3351
222.284	9.02487
222.437	9.02512
222.355	8.96143
76.9719	67.6229
157.82	50.8919
3.32745	-27.2329
3.77819	-27.4512
206.882	49.3169
216.044	5.8174
237.232	-3.81969
271.712	-43.4285
281.363	-64.8663
287.37	-37.8996
300.161	-72.9082
311.006	-51.9167
337.83	50.2834
69.4049	-2.47252
75.1413	3.61126
86.7432	-14.8209
152.091	11.964
86.9469	28.5776
237.729	-56.4814
222.387	-10.1699
26.3172	-9.74504
154.354	-20.7744
148.757	-1.49436
310.652	75.1361
350.919	58.7949
183.915	36.2896
272.462	-19.7355
259.285	43.1275
38.6943	-0.830834
172.98	-12.5416
350.266	-4.90539
247.902	-40.4657
120.477	44.2191
325.069	-23.6816
288.331	17.2845
288.288	17.2454
288.245	17.2064
288.201	17.168
288.157	17.1299
288.113	17.0919
288.07	17.0534
288.027	17.0152
287.982	16.9773
287.938	16.94
287.894	16.9024
287.85	16.8645
287.806	16.8268
287.762	16.7895
287.717	16.7527
287.673	16.7155
287.629	16.6782
287.585	16.6408
287.54	16.6041
287.495	16.5675
287.451	16.531
287.407	16.4939
287.362	16.457
287.318	16.4206
287.273	16.3845
287.228	16.3482
287.183	16.3115
287.139	16.275
287.094	16.2391
121.599	15.4619
186.739	15.0563
83.6425	22.0288
83.6246	22.0289
114.475	-30.6641
285.289	-21.9969
34.8384	-2.982
149.008	41.1747
281.057	45.5608
210.821	54.3935
210.821	54.3934
120.638	-39.8534
15.7967	-70.8571
210.757	54.3854
186.448	33.5473
186.448	33.5472
268.672	-29.8212
170.598	24.3253
110.107	-31.4346
325.601	12.5068
86.5539	-0.111145
86.5528	-0.110812
210.745	54.3788
192.249	-41.3129
202.157	-30.4956
233	-42.3741
120.622	-39.8601
39.5826	-52.1906
84.7004	-64.097
84.7533	-64.0779
350.91	58.8449
350.895	58.8507
124.321	10.5972
210.726	54.3424
210.727	54.3382
202.032	-30.3209
124.425	10.7841
124.541	10.9677
233.167	-42.3635
183.581	14.0736
183.58	14.0736
256.017	-41.738
210.769	54.3077
210.769	54.3077
210.769	54.3077
210.769	54.3077
276.359	-14.8135
168.857	53.2848
249.81	-45.5873
250.199	-45.459
329.162	-4.77698
104.65	-55.9676
104.65	-55.9676
104.626	-55.9575
104.626	-55.9575
329.152	-4.78821
266.415	-29.0121
104.547	-55.9199
83.8866	-69.2896
83.8866	-69.2896
246.477	-44.7194
246.476	-44.7194
202.828	-8.15901
205.378	-10.4437
207.701	-12.2784
209.06	-13.3037
214.927	-17.2446
253.56	-41.8314
348.449	61.471
47.9716	74.3908
78.3532	38.4814
84.8853	-3.56272
137.211	51.6056
160.758	26.3301
188.944	-41.0187
321.047	-12.8826
67.887	18.1347
86.5521	-0.105328
86.5555	-0.0968331
86.5592	-0.101408
240.499	-37.5436
245.019	-20.0654
293.67	43.9429
328.019	55.8016
341.046	55.5938
345.686	55.2352
31.1302	-29.2896
36.4954	-15.3332
241.531	-23.5975
243.726	-25.468
322.162	70.5561
19.1494	-2.49621
160.993	-59.5465
270.97	-24.3512
161.179	-59.5564
161.169	-59.5629
100.247	9.89642
285.438	-36.9738
285.438	-36.9738
285.438	-36.9738
285.438	-36.9738
285.438	-36.9738
34.7515	57.1179
35.1254	57.0561
293.671	30.5013
293.666	30.5237
251.782	-45.8503
269.156	51.4923
322.89	-5.56714
331.446	-0.324023
68.3928	24.3429
68.3929	24.3429
68.3929	24.3428
68.3929	24.3428
305.119	43.8553
83.6444	10.1165
196.415	-25.686
115.825	28.8739
273.544	-32.8026
13.1051	56.5632
67.9914	18.3506
67.9897	18.3506
288.89	-24.1752
67.5588	35.2683
67.5587	35.2683
310.037	-0.868972
31.7234	15.2947
175.916	71.6885
298.449	18.7715
271.835	-25.0072
250.425	36.4616
279.101	-23.8784
355.956	-15.2856
78.4523	-69.8665
78.4512	-69.8661
78.4504	-69.8657
78.4495	-69.8651
78.4488	-69.8646
213.207	-40.3599
259.697	-32.1875
287.116	0.177874
169.548	48.0381
256.643	23.9746
298.929	32.0985
253.502	-39.8475
253.502	-39.8476
263.951	-30.473
263.559	-26.0793
255.526	-29.9553
7.25953	59.5734
244.881	-49.7486
245.177	-51.4876
244.179	-49.9539
259.874	-41.0052
255.706	-48.7918
287.694	7.60304
287.689	7.60224
230.167	-57.1673
95.6845	-0.336207
14.5716	-71.8437
15.4635	-71.6024
16.3679	-71.6213
17.5304	-71.8277
17.8218	-72.0969
16.9089	-72.2512
15.9583	-72.2542
17.1831	-72.5166
18.1496	-72.5907
19.133	-72.6404
18.3225	-72.9543
20.1577	-72.7571
21.0537	-73.1475
20.1013	-73.3257
19.0715	-73.6497
18.0218	-73.4373
16.9635	-73.2204
15.9548	-73.3268
14.9801	-73.3103
14.0255	-73.4216
257.226	-44.1
114.461	-30.6609
264.077	-44.7264
114.467	-30.6653
7.26226	59.5681
266.913	-27.4307
261.889	-30.8233
287.958	4.9872
287.957	4.98732
287.957	4.98737
228.484	-59.1397
294.902	21.5881
183.912	-65.4471
195.006	12.6756
174.012	15.8628
13.6833	1.23271
197.203	21.4614
197.203	21.4614
197.203	21.4613
197.198	21.4609
197.196	21.4436
197.196	21.4436
197.197	21.443
197.198	21.4428
274.715	-14.9841
94.2701	22.3478
81.2595	-69.6437
305.26	40.2962
228.481	-59.1312
228.487	-59.1319
359.015	19.5974
293.068	30.1352
84.6015	28.2775
121.601	-41.3792
65.0108	-50.381
6.02548	-72.0851
6.02515	-72.0851
6.02476	-72.0851
6.0244	-72.0851
6.0233	-72.0852
277.661	-10.0459
284.037	1.22769
85.0441	-69.3339
83.6312	22.004
83.6311	22.0041
83.631	22.0041
83.6308	22.0041
83.6415	22.0289
83.6333	22.0289
83.6334	22.0289
83.6335	22.0289
83.6337	22.0289
258.374	-39.8275
257.94	-39.5611
257.958	-39.9129
228.389	-59.0233
277.003	-11.6581
125.781	-42.6906
248.972	-47.5984
248.963	-47.5899
193.227	-44.8439
83.8679	-69.2718
83.8657	-69.2677
110.109	-31.4322
110.1	-31.4336
110.109	-31.4284
321.181	-33.9885
305.572	38.7075
345.381	-38.9387
189.049	28.9777
246.185	-27.5441
270.966	-21.5987
234.288	11.9413
244.375	-50.9239
244.527	-50.9529
244.471	-51.1494
244.305	-51.1412
49.1802	41.3203
49.2279	41.355
214.493	25.1387
131.929	34.7501
148.884	69.0638
148.882	69.0648
135.884	50.4785
308.419	-47.3866
141.235	2.31422
350.524	19.7473
151.864	12.824
245.893	31.204
162.187	46.6314
240.726	42.4709
0.669588	25.8346
212.796	12.3033
246.601	27.864
130.127	56.4068
234.215	50.1272
233.25	-0.652583
212.215	2.09888
1.46573	-0.106039
247.642	40.2006
39.1621	59.649
320.708	17.0628
137.049	39.7111
121.21	10.2747
130.374	13.1922
53.8861	-7.53104
168.481	12.7534
297.307	-55.1621
29.3632	13.531
47.9853	-46.9339
152.573	0.0549283
261.929	53.0409
333.694	13.7752
218.239	-44.1599
136.644	69.5007
43.677	39.5283
337.394	30.9629
356.904	8.88813
18.0633	38.3188
344.165	26.3217
349.66	30.8024
148.971	69.6778
213.934	11.5041
260.812	65.7977
262.497	57.9791
259.018	64.5749
5.38767	0.715276
55.8091	1.05887
195.486	-1.71119
19.2152	-10.5831
251.256	44.814
50.9583	-0.497286
177.43	1.75367
127.531	53.3432
139.634	59.2633
16.7988	14.1555
42.3021	-8.26675
127.301	50.1241
145.782	60.7746
154.123	-0.120976
175.038	3.1204
190.154	-0.480069
192.735	-1.92385
218.718	3.65189
354.654	-0.471276
39.641	2.55523
3.3674	40.8637
10.2058	10.066
228.066	2.06431
35.8878	39.5923
201	57.6548
250.672	27.4437
176.128	67.4061
134.946	27.7692
346.858	4.11664
128.699	39.4812
31.9227	35.1873
60.3576	0.645083
100.72	67.8684
130.764	50.2504
160.093	20.7545
187.112	13.0154
194.407	35.4315
208.541	33.6918
216.712	26.3347
216.719	23.5899
190.335	35.0255
10.6779	40.8744
32.0856	11.0043
32.0896	10.9853
68.2904	5.36529
12.5399	-0.640592
49.9594	-0.990316
123.776	43.0833
178.304	3.44204
179.315	60.0549
359.628	-0.364639
181.461	2.02603
348.35	0.569784
149.869	63.5761
137.356	0.0432706
219.47	4.49153
143.81	3.58643
155.57	2.24703
133.562	53.4529
172.527	-14.8336
301.361	77.8876
199.4	41.2641
115.408	44.0776
208.067	31.454
130.987	51.083
191.484	22.5422
246.136	56.8764
237.299	30.7975
222.344	42.3429
189.485	22.5828
225.203	47.8563
187.272	55.3774
219.772	44.1708
198.749	56.0525
138.869	44.2855
143.169	53.1189
109.455	45.6403
144.955	41.7081
176.398	44.3357
216.149	-49.2297
158.278	-36.032
316.256	-48.8228
140.691	-39.9906
164.576	19.8765
49.5442	-25.5945
204.602	-19.7162
180.736	-20.9359
187.712	12.4013
187.708	12.4037
187.707	12.4039
187.694	12.3844
187.696	12.3824
187.697	12.3811
187.701	12.3794
187.694	12.3837
187.695	12.3831
187.695	12.3825
187.696	12.3821
187.696	12.3817
283.002	57.2286
349.979	0.61633
303.286	-56.8868
303.264	-56.9089
303.305	-56.8739
37.5699	18.5681
52.1372	-21.7207
61.4123	-40.9756
180.649	57.8409
80.3438	-25.5402
148.958	41.1548
34.1503	-17.7373
59.0386	-37.7394
7.6337	26.3585
209.336	62.5993
53.2577	-24.9884
133.212	57.9731
185.456	27.1841
183.021	27.5668
193.421	-39.5223
342.949	-32.1242
84.4157	27.2626
170.027	43.3562
203.59	50.4639
150.445	69.0248
122.429	28.2533
49.6376	-3.10321
150.717	32.8608
29.8173	0.556145
25.3426	-30.5378
149.501	47.0344
55.2469	-28.4326
198.011	39.019
45.6265	-4.43055
2.40185	-32.2741
13.7458	-35.3183
359.248	-34.7796
355.926	0.291872
144.736	-4.84885
138.397	30.0238
169.923	21.4435
29.6773	8.3371
155.151	25.5094
226.036	-2.7675
151.14	41.2327
230.768	8.6293
252.772	5.00936
2.87031	-28.8467
336.946	-30.6157
47.8552	-26.9292
64.9009	2.50856
64.9334	2.37692
209.031	-10.851
210.564	-10.8423
209.034	-11.6722
210.089	-11.907
209.875	-10.9258
229.184	7.04199
79.1596	6.44479
54.3253	-34.9882
51.7283	-0.712173
209.809	-19.467
73.8343	6.93786
88.3871	-33.7203
334.795	-18.714
72.9912	0.0810589
311.512	-34.4787
166.46	-10.2229
29.7589	-34.2447
151.717	32.0514
235.519	-29.2416
134.544	27.8684
194.69	-1.72833
194.69	-1.72835
215.094	-11.555
166.877	-5.38875
187.705	12.4038
187.697	12.3824
187.715	12.4004
187.705	12.4038
299.898	40.7527
299.901	40.7492
19.329	-54.9606
183.357	-26.2848
60.0159	-23.4571
208.536	-2.40568
169.365	17.7992
80.5949	-36.4589
141.643	12.6629
343.49	16.153
215.674	53.4315
215.673	53.4314
215.383	53.2286
215.383	53.2285
215.113	53.0377
215.112	53.0376
214.844	52.8456
214.844	52.8456
214.591	52.6474
214.591	52.6475
214.108	52.3312
214.11	52.3351
213.85	52.1379
213.848	52.1369
241.57	54.3594
241.57	54.5594
241.57	54.7594
241.912	54.1594
241.913	54.3594
241.915	54.5594
241.916	54.7594
241.918	54.9593
242.249	53.9595
242.253	54.1595
242.256	54.3595
242.259	54.5596
242.263	54.7597
242.266	54.9595
242.589	53.9596
242.594	54.1595
242.599	54.3597
242.609	54.7597
242.615	54.9596
242.63	55.1338
242.932	53.9552
242.938	54.1551
242.939	54.3608
242.945	54.5608
242.952	54.7606
242.959	54.9608
243.273	54.1607
243.282	54.3607
243.29	54.5607
243.299	54.7607
318.049	-63.4533
214.832	53.4141
166.84	-5.41556
270.282	-25.0804
36.7756	61.8704
36.4142	62.0939
36.7153	62.2688
266.088	-29.4367
287.573	9.08266
193.292	-10.4767
319.786	-48.5326
266.278	-60.7293
17.7433	33.1354
107.771	50.1611
208.227	-28.4807
107.26	48.601
146.088	-21.2725
149.625	-26.922
208.324	40.2889
139.941	33.7789
16.2248	2.14297
84.6831	-69.1046
225.295	1.72261
186.251	12.8722
178.824	19.6711
40.2755	-8.21864
189.222	13.1781
186.757	12.8816
186.297	13.2765
181.646	28.1913
331.468	-50.1133
186.104	7.30196
186.105	7.30113
186.108	7.29968
186.129	7.33509
10.6829	41.2651
10.6843	41.2648
10.6861	41.2649
10.6875	41.2653
160.998	11.7241
160.982	11.6858
160.983	11.6853
71.4216	-59.2482
124.865	70.7045
267.867	-29.5924
148.882	69.0559
148.883	69.0559
148.886	69.0557
148.886	69.0557
148.888	69.0556
148.888	69.0556
148.889	69.0556
148.89	69.0557
148.892	69.0557
148.893	69.0558
148.895	69.056
148.896	69.056
148.898	69.0562
148.898	69.0562
148.901	69.0567
266.415	-29.0122
266.415	-29.0122
266.415	-29.0122
266.415	-29.0122
266.415	-29.0122
273.634	-17.1535
140.502	51.0099
148.781	69.6947
195.69	-63.1827
83.8866	-69.2896
189.148	16.6143
227.762	5.74875
63.3714	10.4882
116.898	-19.2724
248.179	5.55433
2.91997	-15.3631
29.9718	-8.85568
260.1	35.5957
52.444	-2.21481
245.388	38.1739
197.737	-3.19721
116.216	39.485
216.817	44.1529
266.419	-29.0035
210.85	54.3117
210.85	54.3117
228.491	-59.1363
228.473	-59.1366
210.85	54.3118
288.89	-24.1752
288.89	-24.1752
288.89	-24.1752
288.89	-24.1752
215.113	53.563
359.219	-1.00811
359.217	-0.995417
186.28	12.9022
38.6058	-43.7915
187.697	12.3824
187.715	12.4003
322.162	70.5561
49.9397	41.5261
83.6224	22.004
83.6391	22.0041
83.6254	22.0289
83.642	22.0289
49.936	41.5241
49.933	41.5258
255.782	-47.0156
230.168	-57.1571
254.455	35.341
254.455	35.3409
278.762	32.6971
210.882	54.3544
169.802	-61.4549
53.2623	-27.9545
222.586	23.9138
11.5193	41.7087
210.957	54.364
210.957	54.3636
331.052	-56.7959
245.385	38.1808
80.3538	-25.522
148.892	69.0672
210.957	54.3636
10.6843	41.2649
83.8679	-69.2718
7.26514	59.5623
7.26838	59.5627
7.27392	59.564
279.062	59.4292
279.06	59.4295
3.52312	-23.2152
3.5231	-23.2152
187.707	12.3868
146.918	-30.951
266.668	-28.6441
266.662	-28.651
266.42	-29.0003
266.414	-29.0068
266.866	-28.9935
266.86	-28.9998
266.22	-28.6488
266.214	-28.6551
265.97	-29.0038
265.965	-29.0102
266.618	-29.3499
266.613	-29.3562
266.171	-29.3561
266.165	-29.3623
10.686	41.265
144.736	-4.84885
83.6895	-5.57054
272.166	-20.4015
215.681	53.4234
215.682	53.4239
215.391	53.2207
215.391	53.2208
215.121	53.0297
215.121	53.0298
214.853	52.8381
214.853	52.8381
214.59	52.6471
214.589	52.6465
214.104	52.3296
214.105	52.3296
213.845	52.136
213.845	52.1361
272.277	-20.5348
299.901	40.7492
299.901	40.7492
172.116	58.5678
299.898	40.7527
299.898	40.7527
6.0229	-72.0852
6.0225	-72.0852
6.02216	-72.0852
6.02158	-72.0852
6.02107	-72.0852
6.02061	-72.0852
6.02403	-72.0852
6.02365	-72.0852
6.02021	-72.0852
6.01985	-72.0852
83.6449	10.1164
84.6015	28.2775
131.929	34.7501
131.929	34.7501
100.243	9.89406
100.247	9.89574
178.824	19.6711
299.898	40.7527
272.164	-20.4064
299.843	40.7114
252.766	5.002
52.1371	-21.7207
276.582	-14.8416
266.274	-30.1552
249.565	-47.4199
230.768	8.6293
230.768	8.6293
54.34	-34.9942
273.544	-32.8026
129.449	48.4838
237.479	62.696
214.493	25.1387
181.101	-1.20827
252.331	-43.8257
75.2049	-70.7685
119.064	-41.6359
156.255	-68.4833
167.138	-51.0167
180.653	-53.8201
189.776	-16.1991
197.264	11.6182
296.829	44.8647
263.559	-26.0793
